dcls_month,fin_co_no,fin_prdt_cd,intr_rate_type,intr_rate_type_nm,save_trm,intr_rate,intr_rate2,kor_co_nm,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,max_limit,dcls_strt_day,dcls_end_day,fin_co_subm_day
202508,0010001,WR0001B,S,단리,1,2.45,2.45,우리은행,WON플러스예금,"인터넷,스마트폰,전화(텔레뱅킹)","만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%

※ 만기시점 약정이율 : 일반정기예금 금리",해당사항 없음,제한없음,실명의 개인,"- 가입기간: 1~36개월
- 최소가입금액: 1만원 이상
- 만기일을 일,월 단위로 자유롭게 선택 가능
- 만기해지 시 신규일 당시 영업점과 인터넷 홈페이지에 고시된 계약기간별 금리 적용",,20250820,,202508201124
202508,0010001,WR0001B,S,단리,3,2.45,2.45,우리은행,WON플러스예금,"인터넷,스마트폰,전화(텔레뱅킹)","만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%

※ 만기시점 약정이율 : 일반정기예금 금리",해당사항 없음,제한없음,실명의 개인,"- 가입기간: 1~36개월
- 최소가입금액: 1만원 이상
- 만기일을 일,월 단위로 자유롭게 선택 가능
- 만기해지 시 신규일 당시 영업점과 인터넷 홈페이지에 고시된 계약기간별 금리 적용",,20250820,,202508201124
202508,0010001,WR0001B,S,단리,6,2.45,2.45,우리은행,WON플러스예금,"인터넷,스마트폰,전화(텔레뱅킹)","만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%

※ 만기시점 약정이율 : 일반정기예금 금리",해당사항 없음,제한없음,실명의 개인,"- 가입기간: 1~36개월
- 최소가입금액: 1만원 이상
- 만기일을 일,월 단위로 자유롭게 선택 가능
- 만기해지 시 신규일 당시 영업점과 인터넷 홈페이지에 고시된 계약기간별 금리 적용",,20250820,,202508201124
202508,0010001,WR0001B,S,단리,12,2.45,2.45,우리은행,WON플러스예금,"인터넷,스마트폰,전화(텔레뱅킹)","만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%

※ 만기시점 약정이율 : 일반정기예금 금리",해당사항 없음,제한없음,실명의 개인,"- 가입기간: 1~36개월
- 최소가입금액: 1만원 이상
- 만기일을 일,월 단위로 자유롭게 선택 가능
- 만기해지 시 신규일 당시 영업점과 인터넷 홈페이지에 고시된 계약기간별 금리 적용",,20250820,,202508201124
202508,0010001,WR0001B,S,단리,24,2.4,2.4,우리은행,WON플러스예금,"인터넷,스마트폰,전화(텔레뱅킹)","만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%

※ 만기시점 약정이율 : 일반정기예금 금리",해당사항 없음,제한없음,실명의 개인,"- 가입기간: 1~36개월
- 최소가입금액: 1만원 이상
- 만기일을 일,월 단위로 자유롭게 선택 가능
- 만기해지 시 신규일 당시 영업점과 인터넷 홈페이지에 고시된 계약기간별 금리 적용",,20250820,,202508201124
202508,0010001,WR0001B,S,단리,36,2.4,2.4,우리은행,WON플러스예금,"인터넷,스마트폰,전화(텔레뱅킹)","만기 후
- 1개월이내 : 만기시점약정이율×50%
- 1개월초과 6개월이내: 만기시점약정이율×30%
- 6개월초과 : 만기시점약정이율×20%

※ 만기시점 약정이율 : 일반정기예금 금리",해당사항 없음,제한없음,실명의 개인,"- 가입기간: 1~36개월
- 최소가입금액: 1만원 이상
- 만기일을 일,월 단위로 자유롭게 선택 가능
- 만기해지 시 신규일 당시 영업점과 인터넷 홈페이지에 고시된 계약기간별 금리 적용",,20250820,,202508201124
202508,0010002,00320342,S,단리,1,2.1,2.3,한국스탠다드차타드은행,e-그린세이브예금,"인터넷,스마트폰","만기 후 1개월: 약정이율의 50%
만기 후 1개월 초과 1년 이내: 약정이율의 30%
만기 후 1년 초과: 약정이율의 10%","1.SC제일은행 최초 거래 신규고객에 대하여 우대 이율을 제공함 (보너스이율0.2%)                     2.SC제일마이백통장에서 출금하여 이 예금을 신규하는경우에 보너스이율을 제공함
(가입기간:1년제/ 보너스이율:0.1% / 만기해약하는 경우에 한해 보너스이율을 적용함)",제한없음,개인(개인사업자 포함),"디지털채널 전용상품 (인터넷, 모바일뱅킹)",1000000000.0,20250820,99991231,202508201019
202508,0010002,00320342,S,단리,3,2.5,2.7,한국스탠다드차타드은행,e-그린세이브예금,"인터넷,스마트폰","만기 후 1개월: 약정이율의 50%
만기 후 1개월 초과 1년 이내: 약정이율의 30%
만기 후 1년 초과: 약정이율의 10%","1.SC제일은행 최초 거래 신규고객에 대하여 우대 이율을 제공함 (보너스이율0.2%)                     2.SC제일마이백통장에서 출금하여 이 예금을 신규하는경우에 보너스이율을 제공함
(가입기간:1년제/ 보너스이율:0.1% / 만기해약하는 경우에 한해 보너스이율을 적용함)",제한없음,개인(개인사업자 포함),"디지털채널 전용상품 (인터넷, 모바일뱅킹)",1000000000.0,20250820,99991231,202508201019
202508,0010002,00320342,S,단리,6,2.5,2.7,한국스탠다드차타드은행,e-그린세이브예금,"인터넷,스마트폰","만기 후 1개월: 약정이율의 50%
만기 후 1개월 초과 1년 이내: 약정이율의 30%
만기 후 1년 초과: 약정이율의 10%","1.SC제일은행 최초 거래 신규고객에 대하여 우대 이율을 제공함 (보너스이율0.2%)                     2.SC제일마이백통장에서 출금하여 이 예금을 신규하는경우에 보너스이율을 제공함
(가입기간:1년제/ 보너스이율:0.1% / 만기해약하는 경우에 한해 보너스이율을 적용함)",제한없음,개인(개인사업자 포함),"디지털채널 전용상품 (인터넷, 모바일뱅킹)",1000000000.0,20250820,99991231,202508201019
202508,0010002,00320342,S,단리,12,2.45,2.75,한국스탠다드차타드은행,e-그린세이브예금,"인터넷,스마트폰","만기 후 1개월: 약정이율의 50%
만기 후 1개월 초과 1년 이내: 약정이율의 30%
만기 후 1년 초과: 약정이율의 10%","1.SC제일은행 최초 거래 신규고객에 대하여 우대 이율을 제공함 (보너스이율0.2%)                     2.SC제일마이백통장에서 출금하여 이 예금을 신규하는경우에 보너스이율을 제공함
(가입기간:1년제/ 보너스이율:0.1% / 만기해약하는 경우에 한해 보너스이율을 적용함)",제한없음,개인(개인사업자 포함),"디지털채널 전용상품 (인터넷, 모바일뱅킹)",1000000000.0,20250820,99991231,202508201019
202508,0010016,10511008000996000,S,단리,6,1.45,2.1,아이엠뱅크,iM주거래우대예금(첫만남고객형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.65%p              
 - 목돈굴리기예금 최초 가입시 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 신용(체크)카드 신규 발급 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 인터넷.폰.모바일앱뱅킹 가입 : 연0.20%p
 * 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",제한없음,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008000996000,S,단리,12,1.99,2.64,아이엠뱅크,iM주거래우대예금(첫만남고객형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.65%p              
 - 목돈굴리기예금 최초 가입시 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 신용(체크)카드 신규 발급 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 인터넷.폰.모바일앱뱅킹 가입 : 연0.20%p
 * 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",제한없음,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008000996000,S,단리,24,1.81,2.46,아이엠뱅크,iM주거래우대예금(첫만남고객형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.65%p              
 - 목돈굴리기예금 최초 가입시 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 신용(체크)카드 신규 발급 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 인터넷.폰.모바일앱뱅킹 가입 : 연0.20%p
 * 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",제한없음,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008000996000,S,단리,36,1.83,2.48,아이엠뱅크,iM주거래우대예금(첫만남고객형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.65%p              
 - 목돈굴리기예금 최초 가입시 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 신용(체크)카드 신규 발급 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 인터넷.폰.모바일앱뱅킹 가입 : 연0.20%p
 * 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",제한없음,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008001004000,S,단리,3,1.25,1.7,아이엠뱅크,iM행복파트너예금(일반형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 지난달 당행 통장으로 연금 입금 실적 보유 : 연0.10%p
- 상품 가입 전 당행 신용(체크)카드 보유 : 연0.10%p
- 지난 3개월 예금 평잔 30만원 이상 : 연0.10%p
- iM행복파트너적금 동시 가입 및 만기 보유 : 연0.10%p
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",일부제한,만50세 이상 실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008001004000,S,단리,6,1.65,2.1,아이엠뱅크,iM행복파트너예금(일반형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 지난달 당행 통장으로 연금 입금 실적 보유 : 연0.10%p
- 상품 가입 전 당행 신용(체크)카드 보유 : 연0.10%p
- 지난 3개월 예금 평잔 30만원 이상 : 연0.10%p
- iM행복파트너적금 동시 가입 및 만기 보유 : 연0.10%p
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",일부제한,만50세 이상 실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008001004000,S,단리,12,2.19,2.64,아이엠뱅크,iM행복파트너예금(일반형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 지난달 당행 통장으로 연금 입금 실적 보유 : 연0.10%p
- 상품 가입 전 당행 신용(체크)카드 보유 : 연0.10%p
- 지난 3개월 예금 평잔 30만원 이상 : 연0.10%p
- iM행복파트너적금 동시 가입 및 만기 보유 : 연0.10%p
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",일부제한,만50세 이상 실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008001004000,S,단리,24,2.01,2.46,아이엠뱅크,iM행복파트너예금(일반형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 지난달 당행 통장으로 연금 입금 실적 보유 : 연0.10%p
- 상품 가입 전 당행 신용(체크)카드 보유 : 연0.10%p
- 지난 3개월 예금 평잔 30만원 이상 : 연0.10%p
- iM행복파트너적금 동시 가입 및 만기 보유 : 연0.10%p
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",일부제한,만50세 이상 실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008001004000,S,단리,36,2.03,2.48,아이엠뱅크,iM행복파트너예금(일반형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 지난달 당행 통장으로 연금 입금 실적 보유 : 연0.10%p
- 상품 가입 전 당행 신용(체크)카드 보유 : 연0.10%p
- 지난 3개월 예금 평잔 30만원 이상 : 연0.10%p
- iM행복파트너적금 동시 가입 및 만기 보유 : 연0.10%p
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",일부제한,만50세 이상 실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008001166004,S,단리,12,2.13,2.58,아이엠뱅크,iM함께예금,"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 전월 총 수신 평잔실적 또는 상품 가입 전 첫만남플러스 통장 보유시
- 당행 주택청약상품보유 
- 신규일 ""iM함께적금"" 동시가입 및 만기 보유
-당행 오픈뱅킹서비스에 다른 은행 계좌 등록시 
각  연0.10%p                       
* 해당상품을 인터넷/모바일뱅킹을 통해 가입시 : 연0.05%p",제한없음,실명의 개인 및 개인사업자,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008001278000,S,단리,1,1.38,1.43,아이엠뱅크,iM스마트예금,"인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 전월 총 수신 평잔실적 또는 상품 가입 전 첫만남플러스 통장 보유시
- 당행 주택청약상품보유 
- 신규일 ""iM함께적금"" 동시가입 및 만기보유 
-당행 오픈뱅킹서비스에 다른 은행 계좌 등록시 각  연0.10%p                       
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 시 : 연0.05%p",제한없음,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008001278000,S,단리,3,2.38,2.43,아이엠뱅크,iM스마트예금,"인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 전월 총 수신 평잔실적 또는 상품 가입 전 첫만남플러스 통장 보유시
- 당행 주택청약상품보유 
- 신규일 ""iM함께적금"" 동시가입 및 만기보유 
-당행 오픈뱅킹서비스에 다른 은행 계좌 등록시 각  연0.10%p                       
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 시 : 연0.05%p",제한없음,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008001278000,S,단리,6,2.28,2.53,아이엠뱅크,iM스마트예금,"인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 전월 총 수신 평잔실적 또는 상품 가입 전 첫만남플러스 통장 보유시
- 당행 주택청약상품보유 
- 신규일 ""iM함께적금"" 동시가입 및 만기보유 
-당행 오픈뱅킹서비스에 다른 은행 계좌 등록시 각  연0.10%p                       
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 시 : 연0.05%p",제한없음,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008001278000,S,단리,12,2.23,2.48,아이엠뱅크,iM스마트예금,"인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 전월 총 수신 평잔실적 또는 상품 가입 전 첫만남플러스 통장 보유시
- 당행 주택청약상품보유 
- 신규일 ""iM함께적금"" 동시가입 및 만기보유 
-당행 오픈뱅킹서비스에 다른 은행 계좌 등록시 각  연0.10%p                       
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 시 : 연0.05%p",제한없음,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008001278000,S,단리,24,1.86,2.11,아이엠뱅크,iM스마트예금,"인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 전월 총 수신 평잔실적 또는 상품 가입 전 첫만남플러스 통장 보유시
- 당행 주택청약상품보유 
- 신규일 ""iM함께적금"" 동시가입 및 만기보유 
-당행 오픈뱅킹서비스에 다른 은행 계좌 등록시 각  연0.10%p                       
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 시 : 연0.05%p",제한없음,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010016,10511008001278000,S,단리,36,1.88,2.13,아이엠뱅크,iM스마트예금,"인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 전월 총 수신 평잔실적 또는 상품 가입 전 첫만남플러스 통장 보유시
- 당행 주택청약상품보유 
- 신규일 ""iM함께적금"" 동시가입 및 만기보유 
-당행 오픈뱅킹서비스에 다른 은행 계좌 등록시 각  연0.10%p                       
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 시 : 연0.05%p",제한없음,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250820,,202508201003
202508,0010017,01030500510002,S,단리,1,1.5,1.5,부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.70%
나. 6~11개월 특판 우대이율: 0.60%
다. 12개월 특판 우대이율 : 0.45%",제한없음,제한없음,"1. 가입금액 :
   1천만원 이상
2. 가입기간 : 
1개월 이상 60개월 이하(일단위)
3. 월이자지급식/만기일시지급식",,20250820,,202508201109
202508,0010017,01030500510002,S,단리,3,1.7,2.4,부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.70%
나. 6~11개월 특판 우대이율: 0.60%
다. 12개월 특판 우대이율 : 0.45%",제한없음,제한없음,"1. 가입금액 :
   1천만원 이상
2. 가입기간 : 
1개월 이상 60개월 이하(일단위)
3. 월이자지급식/만기일시지급식",,20250820,,202508201109
202508,0010017,01030500510002,S,단리,6,1.8,2.4,부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.70%
나. 6~11개월 특판 우대이율: 0.60%
다. 12개월 특판 우대이율 : 0.45%",제한없음,제한없음,"1. 가입금액 :
   1천만원 이상
2. 가입기간 : 
1개월 이상 60개월 이하(일단위)
3. 월이자지급식/만기일시지급식",,20250820,,202508201109
202508,0010017,01030500510002,S,단리,12,1.95,2.4,부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.70%
나. 6~11개월 특판 우대이율: 0.60%
다. 12개월 특판 우대이율 : 0.45%",제한없음,제한없음,"1. 가입금액 :
   1천만원 이상
2. 가입기간 : 
1개월 이상 60개월 이하(일단위)
3. 월이자지급식/만기일시지급식",,20250820,,202508201109
202508,0010017,01030500510002,S,단리,24,1.6,1.6,부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.70%
나. 6~11개월 특판 우대이율: 0.60%
다. 12개월 특판 우대이율 : 0.45%",제한없음,제한없음,"1. 가입금액 :
   1천만원 이상
2. 가입기간 : 
1개월 이상 60개월 이하(일단위)
3. 월이자지급식/만기일시지급식",,20250820,,202508201109
202508,0010017,01030500510002,S,단리,36,1.6,1.6,부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.70%
나. 6~11개월 특판 우대이율: 0.60%
다. 12개월 특판 우대이율 : 0.45%",제한없음,제한없음,"1. 가입금액 :
   1천만원 이상
2. 가입기간 : 
1개월 이상 60개월 이하(일단위)
3. 월이자지급식/만기일시지급식",,20250820,,202508201109
202508,0010017,01030500560002,S,단리,1,1.4,2.1,부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",제한없음,실명의 개인,"1. 가입금액 : 1백만원 이상 제한없음 (원단위)
2. 가입기간 : 1개월, 3개월, 6개월, 1년, 2년, 3년
3. 이자지급방식 : 만기일시지급식",,20250820,,202508201109
202508,0010017,01030500560002,S,단리,3,1.65,2.35,부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",제한없음,실명의 개인,"1. 가입금액 : 1백만원 이상 제한없음 (원단위)
2. 가입기간 : 1개월, 3개월, 6개월, 1년, 2년, 3년
3. 이자지급방식 : 만기일시지급식",,20250820,,202508201109
